draftRound,draftPick,playerName,position,age,height,weight,collegeAttended,rushingAttempts,rushingYards,avgYardsPerRush,rushingTouchdowns,receptions,receivingYards,avgYardsPerReception,receivingTouchdowns,passCompletions,passAttempts,passCompletionPercentage,passingYards,avgYardsPerPass,passingTouchdowns,passingInterceptions,fortyYardDash,verticalJump,benchPress,broadJump,threeCone,shuttle
5,176,Jared Abbrederis,WR,23,185.0,195,Wisconsin,28,291,10.4,2,202,3140,15.5,23,,,,,,,,4.50,30.5,4,117,6.80,4.08
6,181,Alfred Blue,RB,23,188.0,229,LSU,209,1253,6.0,11,16,105,6.6,0,,,,,,,,4.63,32.0,13,121,7.15,4.50
6,183,David Fales,QB,23,188.0,213,San Jose St.,,,,,,,,,639,938,68.1,8382,8.9,66,22,4.99,28.0,,103,7.55,4.50
6,185,Robert Herron,WR,22,175.0,193,Wyoming,54,310,5.7,0,152,2025,13.3,20,,,,,,,,4.48,35.5,18,125,6.84,4.27
6,186,Lache Seastrunk,RB,23,178.0,201,Baylor,289,2189,7.6,18,9,107,11.9,1,,,,,,,,4.51,41.5,15,134,,
6,194,Keith Wenning,QB,23,190.0,218,Ball St.,,,,,,,,,1035,1642,63.0,11402,6.9,92,42,5.00,28.0,,100,7.07,4.25
6,201,Marion Grice,RB,23,183.0,208,Arizona St.,294,1675,5.7,25,91,863,9.5,14,,,,,,,,4.67,,,,,
6,204,Tyler Gaffney,RB,23,183.0,220,Stanford,486,2500,5.1,33,32,264,8.3,4,,,,,,,,4.49,36.5,,116,6.78,4.18
6,209,Quincy Enunwa,WR,22,188.0,225,Nebraska,3,-1,-0.3,0,115,1526,13.3,15,,,,,,,,4.41,,19,,,
6,213,Tajh Boyd,QB,23,185.0,222,Clemson,,,,,,,,,901,1402,64.3,11904,8.5,107,39,4.84,30.5,,106,7.33,4.23
7,218,Michael Campanaro,WR,23,175.0,191,Wake Forest,51,238,4.7,2,229,2506,10.9,14,,,,,,,,4.46,39.0,20,122,6.77,4.01
7,222,Storm Johnson,RB,22,183.0,209,Central Florida,335,1765,5.3,19,41,289,7.0,3,,,,,,,,4.60,35.5,16,118,,
7,230,Rob Blanchflower,TE,24,193.0,256,Massachusetts,1,3,3.0,0,70,777,11.1,5,,,,,,,,4.82,,,,,
7,240,Tevin Reese,WR,23,180.0,163,Baylor,11,136,12.4,0,187,3102,16.6,24,,,,,,,,4.46,41.0,,132,6.63,4.18
7,244,Jeremy Gallon,WR,24,173.0,185,Michigan,17,97,5.7,0,173,2704,15.6,17,,,,,,,,4.49,,15,,,
7,245,Trey Millard,FB,23,188.0,247,Oklahoma,98,538,5.5,6,70,677,9.7,7,,,,,,,,4.64,,,,,
1,1,Jameis Winston,QB,21,193.0,231,Florida St.,,,,,,,,,562,851,66.0,7964,9.4,65,28,4.97,28.5,,103,7.16,4.36
1,2,Marcus Mariota,QB,21,193.0,222,Oregon,,,,,,,,,779,1167,66.8,10796,9.3,105,14,4.52,36.0,,121,6.87,4.11
1,4,Amari Cooper,WR,21,185.0,210,Alabama,6,51,8.5,0,228,3463,15.2,31,,,,,,,,4.42,33.0,,120,6.71,3.98
1,7,Kevin White,WR,23,190.0,216,West Virginia,0,0,,0,144,1954,13.6,15,,,,,,,,4.35,36.5,23,123,6.92,4.14
1,10,Todd Gurley,RB,21,185.0,224,Georgia,510,3285,6.4,36,65,615,9.5,6,,,,,,,,4.52,,17,,,
1,14,DeVante Parker,WR,22,190.0,216,Louisville,0,0,,0,156,2775,17.8,33,,,,,,,,4.45,36.5,17,125,,
1,15,Melvin Gordon,RB,22,185.0,215,Wisconsin,631,4915,7.8,45,22,228,10.4,4,,,,,,,,4.52,35.0,19,126,7.04,4.07
1,20,Nelson Agholor,WR,22,183.0,198,USC,7,18,2.6,0,178,2572,14.4,20,,,,,,,,4.42,,12,,,
1,29,Phillip Dorsett,WR,22,178.0,192,Miami (FL),7,2,0.3,0,121,2132,17.6,17,,,,,,,,4.33,37.0,13,122,6.70,4.11
2,36,T.J. Yeldon,RB,21,185.0,223,Alabama,576,3322,5.8,37,46,494,10.7,2,,,,,,,,4.61,36.0,22,117,7.19,4.22
2,37,Devin Smith,WR,23,185.0,199,Ohio St.,1,2,2.0,0,121,2503,20.7,30,,,,,,,,4.42,39.0,10,122,,4.15
2,40,Dorial Green-Beckham,WR,22,196.0,225,Oklahoma,6,19,3.2,0,87,1278,14.7,17,,,,,,,,4.49,33.5,13,119,6.89,4.45
2,41,Devin Funchess,TE,21,193.0,225,Michigan,8,23,2.9,0,126,1715,13.6,15,,,,,,,,4.70,38.5,17,122,,
2,54,Ameer Abdullah,RB,22,175.0,203,Nebraska,813,4588,5.6,39,73,690,9.5,7,,,,,,,,4.60,42.5,24,130,6.79,3.95
2,55,Maxx Williams,TE,21,193.0,252,Minnesota,1,7,7.0,0,61,986,16.2,13,,,,,,,,4.78,34.5,17,117,7.30,4.37
3,68,Clive Walford,TE,23,193.0,250,Miami (FL),0,0,,0,121,1753,14.5,14,,,,,,,,4.79,35.0,20,120,7.32,4.57
3,69,Tyler Lockett,WR,22,178.0,182,Kansas St.,22,192,8.7,0,249,3710,14.9,29,,,,,,,,4.40,35.5,,121,6.89,4.07
3,70,Jaelen Strong,WR,21,188.0,220,Arizona St.,0,0,,0,157,2287,14.6,17,,,,,,,,4.44,42.0,,123,,
3,73,Tevin Coleman,RB,22,185.0,210,Indiana,452,3219,7.1,28,54,383,7.1,0,,,,,,,,4.40,,22,,,
3,75,Garrett Grayson,QB,24,188.0,220,Colorado St.,,,,,,,,,688,1113,61.8,9190,8.3,64,27,4.75,,,,,
3,76,Chris Conley,WR,22,190.0,205,Georgia,0,0,,0,117,1938,16.6,20,,,,,,,,4.35,45.0,18,139,7.06,4.30
3,77,Duke Johnson,RB,21,175.0,210,Miami (FL),526,3519,6.7,26,69,719,10.4,4,,,,,,,,4.54,33.5,,121,,
3,85,Tyler Kroft,TE,22,198.0,252,Rutgers,0,0,,0,70,901,12.9,5,,,,,,,,4.75,,17,,,
3,87,Sammie Coates,WR,22,185.0,213,Auburn,0,0,,0,82,1757,21.4,13,,,,,,,,4.43,41.0,23,131,6.98,4.06
3,89,Sean Mannion,QB,23,198.0,223,Oregon St.,,,,,,,,,1187,1838,64.6,13600,7.4,83,54,5.14,31.0,,105,7.29,4.39
3,92,Jeff Heuerman,TE,22,196.0,255,Ohio St.,1,6,6.0,0,52,792,15.2,7,,,,,,,,4.81,,26,,,
3,94,Ty Montgomery,WR,22,183.0,216,Stanford,39,334,8.6,4,172,2125,12.4,15,,,,,,,,4.55,40.5,,121,6.97,4.21
3,95,Matt Jones,RB,22,188.0,239,Florida,297,1431,4.8,11,19,100,5.3,1,,,,,,,,4.61,31.5,20,112,,4.20
4,103,Bryce Petty,QB,24,190.0,226,Baylor,,,,,,,,,530,845,62.7,8195,9.7,62,10,4.87,34.0,,121,6.91,4.13
4,105,Jamison Crowder,WR,22,175.0,177,Duke,21,135,6.4,1,283,3641,12.9,23,,,,,,,,4.56,37.0,10,115,7.17,4.32
4,106,Jeremy Langford,RB,23,183.0,211,Michigan St.,577,2967,5.1,40,39,219,5.6,1,,,,,,,,4.42,34.5,,118,7.22,4.32
4,107,Justin Hardy,WR,23,178.0,192,East Carolina,1,7,7.0,1,387,4541,11.7,35,,,,,,,,4.56,36.5,11,114,6.63,4.21
4,108,Jalston Fowler,FB,25,180.0,261,Alabama,113,738,6.5,5,19,150,7.9,7,,,,,,,,4.94,33.5,23,114,7.56,4.40
4,117,Blake Bell,TE,24,198.0,252,Oklahoma,,,,,,,,,150,253,59.3,1763,7.0,12,6,4.80,33.0,14,116,6.85,4.32
4,123,Vince Mayle,WR,24,188.0,247,Washington St.,0,0,,0,148,2022,13.7,16,,,,,,,,4.67,35.5,,117,6.93,4.13
4,125,Javorius Allen,RB,24,183.0,218,USC,417,2306,5.5,25,63,710,11.3,2,,,,,,,,4.53,35.5,11,121,6.96,4.28
4,126,Mike Davis,RB,22,175.0,217,South Carolina,454,2440,5.4,22,70,755,10.8,2,,,,,,,,4.61,34.0,17,116,7.00,4.18
5,138,David Cobb,RB,22,180.0,229,Minnesota,563,2896,5.1,20,34,339,10.0,0,,,,,,,,4.59,38.5,17,121,,
5,139,Rashad Greene,WR,22,180.0,186,Florida St.,9,81,9.0,1,270,3830,14.2,29,,,,,,,,4.53,36.5,,122,6.88,4.12
5,146,Stefon Diggs,WR,21,183.0,191,Maryland,32,187,5.8,0,150,2227,14.8,14,,,,,,,,4.46,35.0,,115,7.03,4.32
5,147,Brett Hundley,QB,22,190.0,226,UCLA,,,,,,,,,837,1241,67.4,9966,8.0,75,25,4.63,36.0,,120,6.93,3.98
5,149,Jay Ajayi,RB,22,183.0,223,Boise St.,678,3796,5.6,50,73,771,10.6,5,,,,,,,,4.57,39.0,19,121,7.10,4.10
5,155,Karlos Williams,RB,22,185.0,225,Florida St.,241,1419,5.9,22,37,328,8.9,1,,,,,,,,4.48,33.5,16,117,7.16,4.46
5,156,Tony Lippett,WR,23,190.0,192,Michigan St.,6,51,8.5,1,149,2247,15.1,15,,,,,,,,4.61,36.0,10,114,6.92,4.13
5,160,Jesse James,TE,21,201.0,261,Penn St.,0,0,,0,78,1005,12.9,11,,,,,,,,4.83,37.5,26,121,7.53,4.50
5,162,Kenny Bell,WR,23,185.0,188,Nebraska,6,109,18.2,1,181,2689,14.9,21,,,,,,,,4.42,41.5,7,129,6.66,4.15
5,168,Michael Burton,FB,23,183.0,240,Rutgers,22,116,5.3,0,47,401,8.5,3,,,,,,,,4.65,33.0,25,115,7.20,4.34
5,174,Cameron Artis-Payne,RB,25,178.0,215,Auburn,394,2218,5.6,19,14,151,10.8,0,,,,,,,,4.53,36.5,,118,7.13,
6,184,Kaelin Clay,WR,23,178.0,195,Utah,4,4,1.0,0,43,523,12.2,4,,,,,,,,4.51,33.0,10,113,6.97,4.26
6,186,Geremy Davis,WR,23,190.0,211,Connecticut,0,0,,0,165,2292,13.9,7,,,,,,,,4.49,36.5,23,124,6.86,4.18
6,194,Nick O'Leary,TE,23,190.0,252,Florida St.,0,0,,1,114,1591,14.0,17,,,,,,,,4.93,30.5,21,110,7.40,4.50
6,198,Randall Telfer,TE,23,193.0,250,USC,0,0,,0,65,648,10.0,12,,,,,,,,4.83,,20,,,
6,204,Darren Waller,WR,22,198.0,255,Georgia Tech,0,0,,0,51,971,19.0,9,,,,,,,,4.46,37.0,12,125,7.07,4.25
6,205,Josh Robinson,RB,23,175.0,215,Mississippi St.,323,1997,6.2,15,43,493,11.5,1,,,,,,,,4.70,32.0,21,113,,
7,229,Ben Koyack,TE,22,196.0,258,Notre Dame,0,0,,0,44,532,12.1,5,,,,,,,,4.79,,,,,
7,230,Marcus Murphy,RB,24,175.0,195,Missouri,337,1957,5.8,16,50,318,6.4,2,,,,,,,,4.61,29.0,11,109,,4.40
7,231,Joey Iosefa,FB,24,183.0,245,Hawaii,512,2218,4.3,21,60,438,7.3,3,,,,,,,,5.02,31.5,30,110,7.24,4.33
7,235,Kenny Hilliard,RB,23,183.0,235,LSU,302,1557,5.2,27,11,69,6.3,1,,,,,,,,4.83,27.0,,111,7.17,4.40
7,238,Mario Alford,WR,23,173.0,177,West Virginia,7,61,8.7,0,92,1497,16.3,13,,,,,,,,4.43,34.0,13,121,6.64,4.07
7,254,Rory 'Busta' Anderson,TE,22,196.0,227,South Carolina,0,0,,0,61,954,15.6,9,,,,,,,,4.73,,,,,
7,256,Gerald Christian,TE,24,190.0,250,Louisville,0,0,,0,64,882,13.8,10,,,,,,,,4.87,,28,,7.62,4.70
1,1,Jared Goff,QB,21,193.0,222,California,,,,,,,,,977,1568,62.3,12195,7.8,96,30,4.82,27.0,,110,7.17,4.47
1,2,Carson Wentz,QB,23,196.0,237,North Dakota St.,,,,,,,,,392,612,64.1,5115,8.4,45,14,4.77,30.5,,118,6.86,4.15
1,4,Ezekiel Elliott,RB,21,183.0,228,Ohio St.,592,3961,6.7,43,58,449,7.7,1,,,,,,,,4.47,32.5,,118,,
1,13,Laremy Tunsil,T,22,196.0,318,Mississippi,1,2,2.0,1,0,0,,0,,,,,,,,5.23,,,,,
1,15,Corey Coleman,WR,22,180.0,185,Baylor,33,164,5.0,1,173,3009,17.4,33,,,,,,,,4.42,40.5,17,129,,
1,21,Will Fuller,WR,22,183.0,184,Notre Dame,2,8,4.0,0,144,2512,17.4,30,,,,,,,,4.32,33.5,10,126,6.93,4.27
1,22,Josh Doctson,WR,23,188.0,202,TCU,2,7,3.5,0,214,3177,14.8,34,,,,,,,,4.50,41.0,14,131,6.84,4.08
1,23,Laquon Treadwell,WR,21,188.0,215,Mississippi,6,-10,-1.7,0,202,2393,11.8,21,,,,,,,,4.52,33.0,12,117,,
1,26,Paxton Lynch,QB,22,201.0,244,Memphis,,,,,,,,,758,1205,62.9,8863,7.4,59,23,4.86,36.0,,118,7.14,4.26
2,35,Hunter Henry,TE,21,196.0,250,Arkansas,0,0,,0,116,1661,14.3,9,,,,,,,,4.79,,13,,,
2,40,Sterling Shepard,WR,23,178.0,201,Oklahoma,17,109,6.4,1,233,3482,14.9,26,,,,,,,,4.48,41.0,20,123,7.00,4.35
2,45,Derrick Henry,RB,22,190.0,247,Alabama,602,3591,6.0,42,17,285,16.8,3,,,,,,,,4.54,37.0,22,130,7.20,4.38
2,47,Michael Thomas,WR,23,190.0,212,Ohio St.,0,0,,0,113,1602,14.2,18,,,,,,,,4.57,35.0,18,126,6.80,4.13
2,51,Christian Hackenberg,QB,21,193.0,228,Penn St.,,,,,,,,,693,1235,56.1,8457,6.8,48,31,4.78,31.0,,114,7.04,4.33
2,55,Tyler Boyd,WR,21,188.0,203,Pittsburgh,63,520,8.3,1,254,3361,13.2,21,,,,,,,,4.58,34.0,11,119,6.90,4.35
3,73,Kenyan Drake,RB,22,185.0,211,Alabama,233,1495,6.4,18,46,570,12.4,4,,,,,,,,4.45,34.5,10,123,7.04,4.21
3,81,Austin Hooper,TE,21,193.0,254,Stanford,0,0,,0,74,937,12.7,8,,,,,,,,4.72,33.0,19,117,7.00,4.32
3,85,Braxton Miller,WR,23,185.0,205,Ohio St.,,,,,,,,,396,667,59.4,5295,7.9,52,17,4.50,35.0,17,123,6.65,4.07
3,86,Leonte Carroo,WR,22,185.0,215,Rutgers,0,0,,0,122,2373,19.5,29,,,,,,,,4.50,35.5,14,120,,
3,90,C.J. Prosise,RB,22,185.0,225,Notre Dame,167,1155,6.9,12,62,896,14.5,3,,,,,,,,4.48,35.5,,121,,
3,91,Jacoby Brissett,QB,22,193.0,235,North Carolina St.,,,,,,,,,499,839,59.5,5723,6.8,46,15,4.94,31.0,,113,7.17,4.53
3,92,Brandon Williams,CB,23,183.0,200,Texas A&M,178,870,4.9,4,15,85,5.7,1,,,,,,,,4.37,30.5,18,118,6.85,4.19
3,93,Cody Kessler,QB,23,185.0,215,USC,,,,,,,,,851,1261,67.5,10339,8.2,88,19,4.89,29.5,,104,7.32,4.00
3,94,Nick Vannett,TE,23,198.0,261,Ohio St.,1,-1,-1.0,0,55,585,10.6,6,,,,,,,,4.76,30.5,17,111,7.05,4.20
4,100,Connor Cook,QB,23,193.0,215,Michigan St.,,,,,,,,,673,1170,57.5,9194,7.9,71,22,4.79,33.0,,113,7.21,4.28
4,107,Chris Moore,WR,23,185.0,200,Cincinnati,4,26,6.5,0,119,2301,19.3,26,,,,,,,,4.53,37.0,10,130,6.76,4.20
4,110,Tyler Higbee,TE,23,198.0,255,Western Kentucky,0,0,,0,68,1054,15.5,14,,,,,,,,4.77,,,,,
4,112,Malcolm Mitchell,WR,24,185.0,200,Georgia,9,55,6.1,0,174,2350,13.5,16,,,,,,,,4.45,36.0,15,129,6.94,4.34
4,114,Ricardo Louis,WR,22,188.0,215,Auburn,68,578,8.5,2,98,1338,13.7,8,,,,,,,,4.43,38.0,18,132,,
4,117,Pharoh Cooper,WR,21,180.0,208,South Carolina,71,513,7.2,4,138,2163,15.7,18,,,,,,,,4.52,31.0,15,115,,
4,119,Tyler Ervin,RB,22,178.0,185,San Jose St.,528,2803,5.3,19,87,783,9.0,4,,,,,,,,4.41,39.0,17,130,,
4,123,Jerald Hawkins,T,22,198.0,305,LSU,0,0,,0,1,2,2.0,0,,,,,,,,5.23,23.5,23,100,8.19,4.89
4,126,Demarcus Robinson,WR,21,185.0,203,Florida,3,6,2.0,0,105,1353,12.9,9,,,,,,,,4.59,34.5,,123,6.77,4.19
4,134,Kenneth Dixon,RB,22,178.0,228,Louisiana Tech,802,4483,5.6,72,87,969,11.1,15,,,,,,,,4.56,37.5,18,121,6.97,4.28
4,135,Dak Prescott,QB,23,188.0,238,Mississippi St.,,,,,,,,,734,1169,62.8,9376,8.0,70,23,4.79,32.5,,116,7.11,4.32
4,136,Devontae Booker,RB,24,180.0,219,Utah,560,2773,5.0,21,80,622,7.8,2,,,,,,,,4.56,,22,,,
4,139,Cardale Jones,QB,23,196.0,250,Ohio St.,,,,,,,,,166,269,61.7,2322,8.6,15,7,4.81,36.0,,,,
5,140,Tajae Sharpe,WR,21,188.0,194,Massachusetts,4,11,2.8,0,277,3486,12.6,16,,,,,,,,4.55,33.5,11,114,,
5,143,DeAndre Washington,RB,23,173.0,205,Texas Tech,605,3411,5.6,23,124,1091,8.8,4,,,,,,,,4.49,34.5,24,116,7.03,4.20
5,149,Paul Perkins,RB,21,180.0,213,UCLA,621,3488,5.6,29,80,739,9.2,3,,,,,,,,4.54,32.0,19,124,,
5,150,Jordan Howard,RB,21,183.0,224,Indiana,647,3681,5.7,24,24,261,10.9,3,,,,,,,,4.57,34.0,16,122,,
5,153,Wendell Smallwood,RB,22,178.0,208,West Virginia,425,2462,5.8,12,68,618,9.1,0,,,,,,,,4.47,33.5,14,120,6.83,4.28
5,154,Jordan Payton,WR,23,185.0,216,UCLA,0,0,,0,201,2701,13.4,14,,,,,,,,4.47,34.5,,121,7.08,4.33
5,156,Jonathan Williams,RB,22,183.0,223,Arkansas,406,2321,5.7,16,26,345,13.3,6,,,,,,,,4.56,,16,,,
5,162,Kevin Hogan,QB,23,190.0,218,Stanford,,,,,,,,,727,1103,65.9,9385,8.5,75,29,4.78,32.5,,113,6.90,4.31
5,163,Trevor Davis,WR,23,185.0,188,California,4,3,0.8,0,109,1672,15.3,12,,,,,,,,4.42,38.5,11,124,6.60,4.22
5,171,Alex Collins,RB,22,178.0,208,Arkansas,665,3703,5.6,36,27,167,6.2,0,,,,,,,,4.59,28.5,18,113,,
5,172,Rashard Higgins,WR,21,185.0,198,Colorado St.,2,21,10.5,0,238,3648,15.3,31,,,,,,,,4.64,32.0,13,116,,
6,176,Andy Janovich,FB,23,185.0,238,Nebraska,45,271,6.0,3,5,87,17.4,0,,,,,,,,4.81,34.0,30,119,7.28,4.32
6,184,Jerell Adams,TE,23,196.0,254,South Carolina,0,0,,0,66,977,14.8,7,,,,,,,,4.64,32.5,,117,7.05,4.31
6,187,Nate Sudfeld,QB,22,198.0,227,Indiana,,,,,,,,,593,983,60.3,7879,8.0,61,20,5.02,29.0,,105,,
6,192,Kolby Listenbee,WR,22,183.0,183,TCU,3,30,10.0,0,74,1432,19.4,9,,,,,,,,4.39,35.5,15,129,,
6,193,Sebastian Tretola,G,24,193.0,317,Arkansas,,,,,,,,,1,1,100.0,6,6.0,1,0,5.45,23.5,22,90,7.94,5.02
6,197,Dan Vitale,FB,22,183.0,239,Northwestern,6,29,4.8,0,135,1427,10.6,11,,,,,,,,4.60,38.5,30,123,7.12,4.12
6,199,Cody Core,WR,22,190.0,210,Mississippi,5,87,17.4,0,83,1297,15.6,10,,,,,,,,4.47,31.5,14,119,,
6,201,Brandon Allen,QB,24,188.0,209,Arkansas,,,,,,,,,583,1016,57.4,7463,7.3,64,26,4.84,28.0,,110,7.06,4.33
6,207,Jeff Driskel,QB,23,193.0,233,Louisiana Tech,,,,,,,,,607,1000,60.7,7437,7.4,50,28,4.56,32.0,,122,7.19,4.25
6,211,Kelvin Taylor,RB,22,178.0,205,Florida,486,2108,4.3,23,24,179,7.5,0,,,,,,,,4.60,32.0,15,113,,
6,213,Aaron Burbridge,WR,22,185.0,208,Michigan St.,22,149,6.8,0,165,2174,13.2,10,,,,,,,,4.56,30.5,20,115,7.22,4.31
7,223,Brandon Doughty,QB,24,190.0,212,Western Kentucky,,,,,,,,,1023,1491,68.6,12855,8.6,111,34,5.22,27.0,,103,7.49,4.52
7,229,Demarcus Ayers,WR,22,180.0,190,Houston,28,152,5.4,1,141,1686,12.0,9,,,,,,,,4.72,33.0,,123,,
7,231,Thomas Duarte,TE,21,188.0,241,UCLA,0,0,,0,97,1626,16.8,17,,,,,,,,4.72,33.5,12,118,6.97,4.24
7,237,Daniel Lasco,RB,23,185.0,205,California,348,1872,5.4,18,48,458,9.5,2,,,,,,,,4.46,41.5,23,135,7.22,4.26
7,241,Charone Peake,WR,23,188.0,209,Clemson,2,-9,-4.5,0,99,1172,11.8,10,,,,,,,,4.45,35.5,12,122,6.96,4.46
7,242,Keith Marshall,RB,22,180.0,222,Georgia,253,1379,5.5,12,24,225,9.4,3,,,,,,,,4.31,30.5,25,,,
7,243,Kenny Lawler,WR,22,188.0,195,California,2,15,7.5,0,143,1706,11.9,27,,,,,,,,4.64,31.0,,111,7.13,4.20
1,2,Mitchell Trubisky,QB,23,190.0,222,North Carolina,,,,,,,,,386,572,67.5,4762,8.3,41,10,4.67,27.5,,116,6.87,4.25
1,4,Leonard Fournette,RB,22,183.0,228,LSU,616,3830,6.2,40,41,526,12.8,1,,,,,,,,4.51,28.5,,,,
1,7,Mike Williams,WR,22,193.0,220,Clemson,0,0,,0,177,2727,15.4,21,,,,,,,,,32.5,15,121,,
1,8,Christian McCaffrey,RB,21,180.0,205,Stanford,632,3922,6.2,21,99,1206,12.2,10,,,,,,,,4.48,37.5,10,121,6.57,4.22
1,9,John Ross,WR,22,180.0,190,Washington,20,195,9.8,2,114,1729,15.2,22,,,,,,,,4.22,37.0,,133,,
1,10,Patrick Mahomes,QB,21,190.0,230,Texas Tech,,,,,,,,,857,1349,63.5,11252,8.3,93,29,4.80,30.0,,114,6.88,4.08
1,12,Deshaun Watson,QB,21,188.0,220,Clemson,,,,,,,,,814,1207,67.4,10168,8.4,90,32,4.66,32.5,,119,6.95,4.31
1,19,O.J. Howard,TE,22,198.0,251,Alabama,0,0,,0,114,1726,15.1,7,,,,,,,,4.51,30.0,22,121,6.85,4.16
1,23,Evan Engram,TE,23,190.0,240,Mississippi,0,0,,0,162,2320,14.3,15,,,,,,,,4.42,36.0,19,125,6.92,4.23
1,29,David Njoku,TE,21,193.0,246,Miami (FL),0,0,,0,64,1060,16.6,9,,,,,,,,4.64,37.5,21,133,6.97,4.34
2,40,Curtis Samuel,WR,21,180.0,195,Ohio St.,172,1286,7.5,15,107,1249,11.7,9,,,,,,,,4.31,37.0,18,119,7.09,4.33
2,41,Dalvin Cook,RB,22,178.0,210,Florida St.,687,4464,6.5,46,79,935,11.8,2,,,,,,,,4.49,30.5,22,116,7.27,4.53
2,44,Gerald Everett,TE,23,190.0,240,South Alabama,8,7,0.9,4,107,1584,14.8,13,,,,,,,,4.62,37.5,22,126,6.99,4.33
2,52,DeShone Kizer,QB,21,193.0,235,Notre Dame,,,,,,,,,422,695,60.7,5805,8.4,47,19,4.83,30.5,,107,7.40,4.53
2,62,JuJu Smith-Schuster,WR,20,185.0,215,USC,8,34,4.3,0,213,3092,14.5,25,,,,,,,,4.54,32.5,15,120,,
2,63,Dion Dawkins,G,23,196.0,320,Temple,0,4,,0,1,7,7.0,0,,,,,,,,5.11,26.0,26,106,7.30,4.78
2,64,Taylor Moton,G,23,196.0,325,West. Michigan,0,0,,0,1,-4,-4.0,0,,,,,,,,5.18,30.5,23,109,7.73,4.58
3,67,Alvin Kamara,RB,22,178.0,215,Tennessee,210,1294,6.2,16,74,683,9.2,7,,,,,,,,4.56,39.5,15,131,,
3,72,Taywan Taylor,WR,22,180.0,203,Western Kentucky,14,49,3.5,0,253,4234,16.7,41,,,,,,,,4.50,33.5,13,132,6.57,4.21
3,79,ArDarius Stewart,WR,23,183.0,205,Alabama,13,82,6.3,0,129,1713,13.3,12,,,,,,,,4.49,34.0,,124,,
3,82,Carlos Henderson,WR,22,180.0,191,Louisiana Tech,32,259,8.1,2,147,2878,19.6,28,,,,,,,,4.46,36.0,13,131,7.18,4.35
3,84,Chris Godwin,WR,21,185.0,209,Penn St.,3,14,4.7,0,154,2421,15.7,18,,,,,,,,4.42,36.0,19,126,7.01,4.00
3,86,Kareem Hunt,RB,22,180.0,216,Toledo,782,4945,6.3,44,73,555,7.6,1,,,,,,,,4.62,36.5,18,119,,
3,87,Davis Webb,QB,22,196.0,225,California,,,,,,,,,841,1367,61.5,9852,7.2,83,34,4.79,33.0,,118,6.92,4.21
3,89,D'Onta Foreman,RB,21,185.0,236,Texas,431,2774,6.4,20,13,146,11.2,0,,,,,,,,,,18,,,
3,96,Kenny Golladay,WR,23,193.0,213,Northern Illinois,29,206,7.1,3,160,2285,14.3,18,,,,,,,,4.50,35.5,18,120,7.00,4.15
3,100,Jonnu Smith,TE,22,190.0,248,Florida International,1,5,5.0,0,178,2001,11.2,18,,,,,,,,4.62,38.0,22,127,,4.18
3,104,C.J. Beathard,QB,23,188.0,215,Iowa,,,,,,,,,454,782,58.1,5562,7.1,40,19,,31.0,,113,,
3,105,James Conner,RB,22,185.0,233,Pittsburgh,668,3733,5.6,52,30,412,13.7,4,,,,,,,,4.65,29.0,20,113,,
3,106,Amara Darboh,WR,23,188.0,215,Michigan,2,2,1.0,0,151,2062,13.7,14,,,,,,,,4.45,36.0,17,124,,
4,114,Samaje Perine,RB,21,180.0,233,Oklahoma,685,4122,6.0,49,40,321,8.0,2,,,,,,,,4.65,33.0,30,116,7.26,4.37
4,117,Josh Reynolds,WR,22,190.0,196,Texas A&M,0,0,,0,164,2788,17.0,30,,,,,,,,4.52,37.0,,124,6.83,4.13
4,118,Mack Hollins,WR,23,193.0,221,North Carolina,0,0,,0,81,1667,20.6,20,,,,,,,,4.53,,,,,
4,121,Joe Williams,RB,24,180.0,205,Utah,314,1884,6.0,13,20,191,9.6,0,,,,,,,,4.41,35.0,14,125,7.19,4.19
4,127,Michael Roberts,TE,23,196.0,265,Toledo,0,0,,0,70,832,11.9,22,,,,,,,,4.86,30.0,,110,7.05,4.51
4,128,Josh Malone,WR,21,190.0,205,Tennessee,2,11,5.5,0,104,1608,15.5,14,,,,,,,,4.40,30.5,10,121,7.05,4.19
4,132,Donnel Pumphrey,RB,22,175.0,176,San Diego St.,1059,6405,6.0,62,99,1039,10.5,5,,,,,,,,4.48,33.5,5,117,,
4,133,Ryan Switzer,WR,22,173.0,185,North Carolina,25,82,3.3,0,243,2903,11.9,19,,,,,,,,4.51,32.0,11,116,6.77,4.00
4,134,Jamaal Williams,RB,22,183.0,213,BYU,726,3901,5.4,35,60,567,9.5,1,,,,,,,,4.59,30.0,,123,7.25,4.53
4,135,Joshua Dobbs,QB,22,190.0,216,Tennessee,,,,,,,,,614,999,61.5,7138,7.1,53,29,4.64,33.0,,122,6.75,4.31
4,139,Jehu Chesson,WR,23,188.0,204,Michigan,22,219,10.0,3,114,1639,14.4,12,,,,,,,,4.47,35.5,10,132,6.70,4.09
4,140,Wayne Gallman,RB,22,183.0,210,Clemson,675,3416,5.1,34,66,486,7.4,2,,,,,,,,4.60,29.5,21,120,7.17,4.28
4,141,Chad Hansen,WR,22,188.0,202,California,0,0,,0,111,1498,13.5,12,,,,,,,,4.53,35.0,11,119,6.74,4.13
4,143,Marlon Mack,RB,21,183.0,210,South Florida,586,3609,6.2,32,65,498,7.7,1,,,,,,,,4.50,35.5,15,125,,
